"","id","question","desired_answer","student_answer","score_me","score_other","score_avg","feature","len_ratio"
"1645",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","A tree which is split based on values. This makes it very easy to search. One can compare the desired value to the root, and if the root is greater than, we search the left side of the tree, if it is less than, we search the right side... and do the same thing recursively. ",5,5,5,1.70745345293992,2.08333333333333
"1646",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","a tree where each node has at most two nodes and the node on the left is less than the root and the node on the right is greater than the root.",4,5,4.5,2.05133503713802,1
"1647",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","a special binary tree that has a rule that all the subtrees on the right are smaller than the node value and all the subtrees on the left are larger than the node value",5,3,4,2.76134744963447,1.16666666666667
"1648",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","Binary search trees are similar to binary trees, but have been implemented to organize data in a specific way for later searching.",3,4,3.5,1.08412050151152,1.08333333333333
"1649",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","it is a binary tree where each node has a value, a total order is defined on these values, the left subtree of a node contains only values less than the node's value, and the right subtree of a node contains only values greater than or equal to the node's value.",5,5,5,2.58326911251004,2.08333333333333
"1650",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","A binary tree with the data organized in a specific arangment",2,3,2.5,1.10827844354848,0.5
"1651",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","A binary search tree is a tree that also has the condition that each node may have at maximum 2 children and where the input data is compared to the data in the tree starting with the root. If the value is smaller than the root it traverses left, if it is larger it traverses right until it becomes a leaf.",4,5,4.5,2.0303128924429,2.33333333333333
"1652",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","a binary tree in which the data is in order from left to right.",4,4,4,1.94475913662937,0.5
"1653",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","a tree that is set up so that it can be easily searched for numbers based on the location compared to the previous nodes.",3,4,3.5,1.00821344271917,0.916666666666667
"1654",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","a binary tree where the children are ordered such that the right side is greater than the current node, and the left is less than or equal the current node.",5,5,5,1.93856107256583,1.16666666666667
"1655",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","A binary tree where the value in any node n is greater than the value in every node n's left subtree, but less than every value in n's right subtree.",5,5,5,4.77990862518043,1.5
"1656",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","A binary search tree is a finite set of nodes that is either empty or consits of a root and two disjoint binary trees call the left and right subtrees.",1,4,2.5,1.85031215292468,1.5
"1657",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","it is similar to a binary tree.  The keys in a nonempty left subtree (right subtree) are smaller (larger) than the key in the root of subtree.  the values in all nodes in the left subtree of a node are less than             the node value  the values in all nodes in the right subtree of a node are greater    than the node values",5,5,5,2.81374808623927,2.5
"1658",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","a set of numbers arranged by links. each node can contain two pointers to other elements. each node to the left of the parent is smaller and each node to the right is larger. recursive implementation implies that if traversed in order, the output would be sorted",5,4,4.5,1.53609006687712,2
"1659",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","A binary search tree is a special binary tree arranged such that every left child node contains a value less than its parent, and every right child node contains a value greater its parent.",5,5,5,2.87026270267807,1.91666666666667
"1660",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","a binary tree with a special organization of data. where the left child of the element is less than it, and the right child is larger than it.",5,5,5,2.0742537104707,1
"1661",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","A tree in which the smaller values are located on the left of a parent node and the larger values are located on the right of the parent node.",5,5,5,2.7104705366196,1.08333333333333
"1662",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","a binary search tree is a special tree in which each node has at most two children, labeled left child and right child",1,4,2.5,2.11497930373436,1.08333333333333
"1663",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","it is a binary tree where each node has a unique key, the left child of a node has only values less than that node, and the right child of each node has higher values than that node.",5,5,5,2.61442174193084,1.41666666666667
"1664",10.5,"What is a binary search tree?","A binary tree that has the property that for any node the left child is smaller than the parent which in turn is smaller than the right child.","Binary search trees are a fundamental data structure used to construct more abstract data structures such as sets, multisets, and associative arrays.",2,3,2.5,0.976265739110417,1.25
"1665",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","For every node in the binary tree we first visit its left sub-tree (if its there) and then visit the parent node itself, and then the right sub-tree (if its there).",5,5,5,2.62071553263661,2.16666666666667
"1666",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","The inorder traversal of a binary tree visits the node of a binary tree in order according to their data values.",2,3,2.5,1.93776289975098,2
"1667",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","Traverses the binary tree in inorder.  It lets you visit the nodes in order according to their data values.",2,4,3,1.86497219126937,1.83333333333333
"1668",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","Its used to visit nodes of a binary search tree in a search key order.",3,4,3.5,1.50130713318448,1.5
"1669",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","(Left side of tree) (Root) (Right side of tree)",5,5,5,2.21223700092883,1.16666666666667
"1670",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","printing a tree in order from least to greatest. This done by going as far left down the tree as possible and printing the parent and then right tree. Then move up the tree.",5,5,5,1.42355044427553,2.83333333333333
"1671",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","The in order is to go from left,root,right",5,5,5,0.774293869034727,0.5
"1672",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","Inorder traversal of a binary tree will retrieve start at the furthest left hand leaf and checks it, it’s parent, and it’s right side sibling, then it goes up a level and repeats until it gets to the root.",4,5,4.5,1.85438997928944,3.83333333333333
"1673",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","traverse the left subtree. visit the root. traverse the right subtree.",5,5,5,3.39140446101521,1.33333333333333
"1674",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","postorder",0,3,1.5,0.134747848949033,0.166666666666667
"1675",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","in order starts with the root then does right child then left child recursively",0,3,1.5,2.18559107294367,1.33333333333333
"1676",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","Left Child -&gt; Parent -&gt; Right Child",5,5,5,1.7514752885311,1.16666666666667
"1677",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","it goes from lowest to highest inside of the tree",1,3,2,0.405642136801536,0.833333333333333
"1678",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","starting by displaying the node furthest to the right, then  the node, then the node on the right, in recursive order.",3,5,4,1.83223275358584,1.66666666666667
"1679",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","It travels left to right",3,4,3.5,1.65129992588952,0.5
"1680",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","void inorder(ptNode ptr) { if (ptr) { inorder (ptr-&gt;left); cout&lt;&lt;ptr-&gt;data; inorder(ptr-&gt;right); } }",5,5,5,0.430286905637697,1.33333333333333
"1681",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","the root is in the middle.  The left subtree is traversed first, then the root, and finally the right subtree.",5,5,5,2.66524203948338,1.66666666666667
"1682",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","a traversal that visits the left branch first, then the parent node, then the right branch, recursively.",5,5,5,2.60019506087454,1.66666666666667
"1683",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","Inorder traversal visits the left branch of a node (all the way to it's deepest left-most leaf) before visiting the node itself. After visiting the entire left branch and the node, it visits the node's right branch following the same pattern of left child, node, right child.",5,5,5,2.1733783886147,4.66666666666667
"1684",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","left middle right",5,5,5,1.74174884627314,0.5
"1685",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","You traverse all the nodes to the left, then visit the root, then traverse all the nodes on the right.",5,5,5,3.46751992943077,1.33333333333333
"1686",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","you would go to the furthest down left most node, then to the root then to the right (if left and right exist) then you would return one node previous and do the same until you reached the root, then go to the furthest down left most node on the right side of the root and continue this process",5,5,5,2.00484638534411,4
"1687",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","it means that you traverse one subtree of a node, then look at the node itself before traversing the other subtree of the node",4,4,4,2.13643022791118,1.66666666666667
"1688",10.6,"What is the inorder traversal of a binary tree?","Traverse the left subtree, then the root, then the right subtree.","Level order traversal is a traversal method by which levels are visited successively starting with level 0 (the root node), and nodes are visited from left to right on each level, with Push and Pop methods. ",0,4,2,2.5774696440984,3.5
"1689",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","This is on the runtime order of log(n) where n is the number of nodes in the binary tree.",5,5,5,2.96843871019809,1.33333333333333
"1690",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","In a binary search tree of size 'n' it takes log(n) comparisons to find a specified element.",5,5,5,2.7017812132711,1.83333333333333
"1691",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","n-1/2 is the algorithm to compare and find an element.",0,4,2,1.24490457379334,0.833333333333333
"1692",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","At most its equivalent to the height of the tree.",5,5,5,1.9407917274066,0.5
"1693",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","Log(n)",5,5,5,0.923947589978669,0.166666666666667
"1694",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","O(log n)",5,5,5,3.8447001658973,0.333333333333333
"1695",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","Depends on what half of the tree and the levels you have.",3,4,3.5,0.941152659239284,0.666666666666667
"1696",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","O(log n) in balanced trees",5,5,5,3.28971343572458,0.666666666666667
"1697",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","n-1",2,3,2.5,0.28569311421735,0.166666666666667
"1698",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","log(n)",5,5,5,0.923947589978669,0.166666666666667
"1699",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","O(nlog(n))",0,5,2.5,0.142846557108675,0.166666666666667
"1700",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","nLog(n)",0,4,2,0.28569311421735,0.166666666666667
"1701",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","logn",5,5,5,0.923947589978669,0.166666666666667
"1702",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","at the minimum log(n)/log(2), at the maximum N searches, where N is the number of nodes.",4,5,4.5,2.59670569645472,1.33333333333333
"1703",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","O(n)",2,4,3,0,0
"1704",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","It takes at most 3 comparisons to find and element in a binary search tree",0,3,1.5,1.47243625172299,1.33333333333333
"1705",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","log (n)   where n equals the number of nodes.",5,5,5,3.79367521049648,1
"1706",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","it takes as many comparisons as the number of levels of the binary search tree. it only compares one number at each level",5,5,5,1.63763810891846,2
"1707",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","At most it takes one less comparisons than the tree's height. In big-O notation it takes O(log n) comparisons if the tree is balanced.",5,5,5,2.56452198578526,2.33333333333333
"1708",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","O(log n)",5,5,5,3.8447001658973,0.333333333333333
"1709",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","log n comparisons",5,5,5,4.07945326303307,0.5
"1710",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","(n^k)-1   where k is the height of the tree",0,3,1.5,2.03112674914252,0.666666666666667
"1711",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","it takes h comparisons, where h is the height of the tree",5,5,5,2.43546630914244,1
"1712",10.7,"How many comparisons does it take to find an element in a binary search tree?","The height of the tree (or log of the number of elements in the tree).","2 way key comparison",0,2,1,0.403694204755144,0.666666666666667
"1713",11.1,"What are the elements typically included in a class definition?","Function members and data members.","The name of the class file, the parameters it must take to perform its function.  Also a brief description of what the class does.",1.5,3.75,2.625,1.0714127286267,3
"1714",11.1,"What are the elements typically included in a class definition?","Function members and data members.","access specifiers and functions, oftentimes a constructor.",3,3,3,0.918749416765037,1.25
"1715",11.1,"What are the elements typically included in a class definition?","Function members and data members.","The elements typically included in a class definition are the function prototypes, usually declared public, and the data members used in the class, which are usually declared private.",5,5,5,1.92075538658392,4.25
"1716",11.1,"What are the elements typically included in a class definition?","Function members and data members.","Class is user defined.  It contains members, data and functions.  The keyword class is used and includes brackets ({})",2.5,5,3.75,2.02536334593312,3
"1717",11.1,"What are the elements typically included in a class definition?","Function members and data members.","Member functions and data members.",5,5,5,2.620500701557,1
"1718",11.1,"What are the elements typically included in a class definition?","Function members and data members.","the functions and variables used when the object is defined for the class.",5,3,4,1.84626857596565,1.5
"1719",11.1,"What are the elements typically included in a class definition?","Function members and data members.","Data members, functions and function definitions, variables.",5,5,5,2.46727378392698,1.5
"1720",11.1,"What are the elements typically included in a class definition?","Function members and data members.","return type and input parameters",1.5,2.5,2,0.630271247270401,1
"1721",11.1,"What are the elements typically included in a class definition?","Function members and data members.","Constructor Data members Methods",5,4,4.5,1.76753633283367,1
"1722",11.1,"What are the elements typically included in a class definition?","Function members and data members.","Function members and member attributes, or in other words, the class variables and functions.",5,5,5,2.00043402421244,2
"1723",11.1,"What are the elements typically included in a class definition?","Function members and data members.","The elements that are included in a class definition is the access-modifier, data types, variables, and function signatures.",4,4,4,1.82922019931035,2.5
"1724",11.1,"What are the elements typically included in a class definition?","Function members and data members.","The variables and function prototypes.",5,3,4,1.50865064597499,0.75
"1725",11.1,"What are the elements typically included in a class definition?","Function members and data members.","public and private variables and initiations of functions included in the class.",4.5,2.5,3.5,1.58146260185945,1.75
"1726",11.1,"What are the elements typically included in a class definition?","Function members and data members.","The return value and the accepted value.",1.5,1.25,1.375,0.34825719313093,1
"1727",11.1,"What are the elements typically included in a class definition?","Function members and data members.","A class definition typically includes the class name, the classes constructor(s), and any extra functions and class variables.",5,2.5,3.75,1.66380857381422,3
"1728",11.1,"What are the elements typically included in a class definition?","Function members and data members.","Parameters and their type, Class name, and return type, and the code to be executed in the class.",2,3.75,2.875,1.0122843572464,2.25
"1729",11.1,"What are the elements typically included in a class definition?","Function members and data members.","data members, class variables, and functions",5,5,5,2.77881874397803,1.25
"1730",11.1,"What are the elements typically included in a class definition?","Function members and data members.","Constructor, functions, and variables native to the class.",5,3,4,1.69524275013179,1.25
"1731",11.1,"What are the elements typically included in a class definition?","Function members and data members.","functions and data members",5,5,5,2.60625642274253,0.75
"1732",11.1,"What are the elements typically included in a class definition?","Function members and data members.","data members and function definitions",5,5,5,2.37392244020738,1
"1733",11.1,"What are the elements typically included in a class definition?","Function members and data members.","member functions and data members",5,5,5,2.620500701557,1
"1734",11.1,"What are the elements typically included in a class definition?","Function members and data members.","constructor, and function definitions.",3.5,2.5,3,1.37863783885906,0.75
"1735",11.1,"What are the elements typically included in a class definition?","Function members and data members.","class name data of class definition of functions and methods",5,3.75,4.375,1.9534786993216,1.75
"1736",11.1,"What are the elements typically included in a class definition?","Function members and data members.","A class definition includes the definitions of the class' constructor(s) and any public or private functions. Of course, it also #includes the class header and any necessary C libraries",3,2.5,2.75,3.25670704039206,4.25
"1737",11.1,"What are the elements typically included in a class definition?","Function members and data members.","Class name, {}, semicoln at the end of the defination, private and bublic followed by "": """,2.5,2.5,2.5,1.05789488193021,2
"1738",11.1,"What are the elements typically included in a class definition?","Function members and data members.","a constructor, private and public variables, and function prototypes",5,2.5,3.75,1.47487865092688,1.5
"1739",11.1,"What are the elements typically included in a class definition?","Function members and data members.","Data variables and Functions, Data members",5,5,5,2.63608775347921,1.25
"1740",11.1,"What are the elements typically included in a class definition?","Function members and data members.","class definitions include the name of the class and type of parameters",1.5,3.75,2.625,1.23061863682558,1.75
"1741",11.1,"What are the elements typically included in a class definition?","Function members and data members.","class variables, class function prototypes",5,3.75,4.375,1.84805702853177,1.25
"1742",11.1,"What are the elements typically included in a class definition?","Function members and data members.","input  & return type elements",1.5,3,2.25,0.538434801036634,1
"1743",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","Public and private specifiers.",5,5,5,2.32324595379108,1.5
"1744",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","Public, Private, Restricted",4.5,4.75,4.625,1.97541183616046,1.5
"1745",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","The access specifiers are public and private.",5,5,5,2.56280523056783,2
"1746",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public private protected",5,4.75,4.875,2.59212890055033,1.5
"1747",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","Public or Private.",5,5,5,2.7078446744017,1
"1748",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public: the function or variable can be used outside the class private: the function or variable can only be used with the class",5,5,5,1.85891646581122,6.5
"1749",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","Public and Private",5,5,5,2.7078446744017,1
"1750",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public private and protected",5,4.75,4.875,2.59212890055033,1.5
"1751",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","Public Private",5,5,5,2.7078446744017,1
"1752",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","Private, public, protected",5,4.75,4.875,2.59212890055033,1.5
"1753",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","The access-specifiers that can be used in a C++ class definition is private and public.",5,5,5,3.47408158385052,4
"1754",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public and private.",5,5,5,2.7078446744017,1
"1755",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","static, long, unsigned",0,1.25,0.625,0.266674314326631,1.5
"1756",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","Private, Public, Protected, or Friend.",5,4.75,4.875,2.21330045199874,2
"1757",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","A C++ class definition may include access-specifiers public, private, and static.",4,5,4.5,3.15813331042833,4.5
"1758",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","local, global, local-variable, function specific",1.5,2.5,2,0.874758205338943,2.5
"1759",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public, private",5,5,5,2.7078446744017,1
"1760",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","Public, protected, and private.",5,4.75,4.875,2.59212890055033,1.5
"1761",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","private, public",5,5,5,2.7078446744017,1
"1762",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public - can be accessed by any of the program  private - can only be accessed by the class functions themselves and no outside functions or calls",5,5,5,2.10188150929872,6
"1763",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public , private, protected",5,5,5,2.59212890055033,1.5
"1764",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public and private",5,5,5,2.7078446744017,1
"1765",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public, private, protected",5,4.75,4.875,2.59212890055033,1.5
"1766",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","functions and data members can be given access-specifications of public, private, and friend. public access is given to any functions or members not given specific access rights.",5,4.75,4.875,2.14332845828259,9
"1767",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","data member or data functions are access specifiers",0,1.25,0.625,1.30749122544163,3
"1768",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public or private",5,5,5,2.7078446744017,1
"1769",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public and private",5,5,5,2.7078446744017,1
"1770",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public and private",5,5,5,2.7078446744017,1
"1771",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public - can be accessed from outside the class private - accessible only from inside the class, not inherited protected - accessible only from inside the class, inherited",5,4.75,4.875,2.16004058926331,7.5
"1772",11.2,"What are the access-specifiers that can be used in a C++ class definition?","Private and public.","public private protected",5,5,5,2.59212890055033,1.5
"1773",11.3,"How are objects initialized when they are created?","By using constructors.","ie. GradeBook myGradeBook();  call upon the class and then give it a name like shown",0,2.5,1.25,1.09917158762105,5
"1774",11.3,"How are objects initialized when they are created?","By using constructors.","They are initialized as a named instance of the template formed by the class. This named instance can then be modified to be different from the class that it was created from.",3,3.75,3.375,1.05467199450901,6.5
"1775",11.3,"How are objects initialized when they are created?","By using constructors.","not answered",0,0,0,0.11297860329764,0.5
"1776",11.3,"How are objects initialized when they are created?","By using constructors.","Objects are initialized by a value given.  When an object is defined for a certain task.",2,2.5,2.25,0.903931688758424,4
"1777",11.3,"How are objects initialized when they are created?","By using constructors.","They are initialized with a "" . "" (dot) between the constructor and the object being created.",0,4.5,2.25,1.2529981688335,2.5
"1778",11.3,"How are objects initialized when they are created?","By using constructors.","objectname classname();  to call a function from the class:  objectname.funciton();",0,2.5,1.25,0.915736720056933,3
"1779",11.3,"How are objects initialized when they are created?","By using constructors.","If the object refers to a class, the constructor(s) will initialize the objects based on return type and parameters passed. Compiler will auto-create one if one is not provided.",5,5,5,1.31769954516057,9
"1780",11.3,"How are objects initialized when they are created?","By using constructors.","classname objectname(input parameters);",3,2.5,2.75,0.324739388008719,1.5
"1781",11.3,"How are objects initialized when they are created?","By using constructors.","When the class is called by the Constructor",2,5,3.5,1.7028752686631,1.5
"1782",11.3,"How are objects initialized when they are created?","By using constructors.","Constructors; default when not provided by user, or programmer specified constructors.",5,5,5,0.867748731928227,3.5
"1783",11.3,"How are objects initialized when they are created?","By using constructors.","Objects are usually initialized at the beginning of the program and are initialized usually in the main function. They are initialized after the class's name.",1,3.75,2.375,0.932000140882857,6
"1784",11.3,"How are objects initialized when they are created?","By using constructors.","&lt;variable type&gt; &lt;variable name&gt;; or, if you want to initialize a variable to a certain value, &lt;variable type&gt; &lt;variable name&gt; = &lt;value&gt;;",1,3.75,2.375,0.818323243855257,7
"1785",11.3,"How are objects initialized when they are created?","By using constructors.","variables are set to a given value, or 0 if none is given.",1,1.25,1.125,0.644764033545842,3.5
"1786",11.3,"How are objects initialized when they are created?","By using constructors.","When the object is initialized, its constructor is called (whether one is provided or c++ assigns a default constructor).",5,5,5,3.46906253618327,5.5
"1787",11.3,"How are objects initialized when they are created?","By using constructors.","Objects are initialized essentially as copies of the corresponding classes, complete with their own separate variables.",2,3,2.5,1.1503245811677,4.5
"1788",11.3,"How are objects initialized when they are created?","By using constructors.","If you had a class Gradebook, you would initialize it in your main function by use of a constructor in the Gradebook class.  If no constructor is specified or found, c++ will use a default one with no parameters.  Gradebook myGradebook;  In this bit of code, the class Gradebook has been initialized as object myGradebook.",5,5,5,3.20913395118146,13.5
"1789",11.3,"How are objects initialized when they are created?","By using constructors.","objects are initialized by stating the classname first then assigning a name to the object. Within the object's ( ) is a place where it can be initialized.",3,3.75,3.375,0.993990359535186,6.5
"1790",11.3,"How are objects initialized when they are created?","By using constructors.","They are initialized with a constructor.",5,5,5,1.59095006371838,1
"1791",11.3,"How are objects initialized when they are created?","By using constructors.","The value is specified after declaration,  It can initialized anywhere between the declaration and the corresponding }.",1,3.75,2.375,0.739454445239752,4
"1792",11.3,"How are objects initialized when they are created?","By using constructors.","with the default constructor for that object in its class.  if no constructor is specified, it uses the default system constructor.",4,5,4.5,1.86422828781844,5
"1793",11.3,"How are objects initialized when they are created?","By using constructors.","initialized using the same name as the class",1,4,2.5,2.11835674852221,2
"1794",11.3,"How are objects initialized when they are created?","By using constructors.","they are initialized to a value dependent on the compiler",1,1.25,1.125,0.699259086166195,2
"1795",11.3,"How are objects initialized when they are created?","By using constructors.","memory is allocated in accordance with their type and initialization input.",1,2.5,1.75,0.59048899291259,3
"1796",11.3,"How are objects initialized when they are created?","By using constructors.","Objects are assigned a space in memory when they are created. the name given to the object points to the memory address where the objects data resides.",1,1.25,1.125,0.748667732813986,7
"1797",11.3,"How are objects initialized when they are created?","By using constructors.","using constructor",5,5,5,2.08164415056881,1
"1798",11.3,"How are objects initialized when they are created?","By using constructors.","by giving them a value",2,1.25,1.625,0.803066012813001,1
"1799",11.3,"How are objects initialized when they are created?","By using constructors.","By declaring the class first, the name of the variable, and then any variables that need to be put in the constructor.  Ex. Class myClass(x, y)",5,5,5,1.5164911662635,6.5
"1800",11.3,"How are objects initialized when they are created?","By using constructors.","objects are initialized by giving the object a type, name, and initial value",1,3.75,2.375,1.42191371104337,4
"1801",11.3,"How are objects initialized when they are created?","By using constructors.","they are initialized to 0",1,1.25,1.125,0.649008445437723,1
"1802",11.3,"How are objects initialized when they are created?","By using constructors.","obj. are initialized by the variables that call them, when they are created within a class.   e.i. classname objectname etc. ",1,3.75,2.375,1.52688354820721,5.5
"1803",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","Name of the function, parameters it must receive in order to perform and a return type.",5,5,5,2.4246517615565,1.5
"1804",11.4,"What is a function signature?","The name of the function and the list of parameters, including their types.","a function signature is the elements that make it unique such as the variables it calls for and also I suppose this includes the program it is in.",3.5,4,3.75,1.35847677966411,1.83333333333333
